sentence,polarity,category,aspect
نووي,Negative,FOOD#QUALITY,اكل
حزيق,Negative,FOOD#QUALITY,اكل
كسكروت توانسه بلاد هريسه كاركاس,Negative,FOOD#QUALITY,مطعم
ياخي تونس ليش كلام مومفهوم افهم علي مغاربه لكن تونس كلامه صعب احس لو اكلت ارجع خبصه مخبوص خبص اكل شي فوق شي كان قاط شي في زباله نخي وسارد وبيض ياويلي ثقيل معده صعيدي مفجوع,Negative,FOOD#QUALITY,اكل
سرد و بيض لا,Negative,FOOD#QUALITY,اكل
قرف,Negative,RESTAURANT#GENERAL,مطعم
غير نظيف يع,Negative,RESTAURANT#cleanliness,نظافة
انا جزائريه و نحب تونس و نجي لكن طبخ تاع بكل صراحه ما يعجبليش نهائ يخلطو,Negative,FOOD#QUALITY,اكل
بواسر,Negative,RESTAURANT#GENERAL,مطعم
خصه يوطرو لبن او في ليل تروح تحارب في سور,Negative,FOOD#QUALITY,اكل
ههه كسكروط هريسه ماهدا عفن,Negative,RESTAURANT#cleanliness,نظافة
شنوا هاذا,Negative,RESTAURANT#GENERAL,مطعم
ماعند ذوق في اكل توانسه تخرطو وخلاص,Negative,RESTAURANT#GENERAL,مطعم
لعفن,Negative,RESTAURANT#cleanliness,نظافة
خامج وبن,Negative,RESTAURANT#cleanliness,نظافة
من خطا خلط بين برو سمك بيض حليب,Negative,FOOD#QUALITY,اكل
اش هاذ سندويش مليء امراض و غاز,Negative,FOOD#QUALITY,اكل
جراثيم وصخ ومنضر غير نضيف وممنوع هكي يلبس قواندو عمل وصخ ناس هكي مرضت,Negative,RESTAURANT#cleanliness,نظافة
تخليط وتجليط وهذا يدل علي ان تونسي خلاط لا يعرف صحته تعطيه خراء ياكله ويقلك بين شعب ياكل في زباله غدو تسمع كسكروت لبلابي ملوخيه او كسكسي,Negative,FOOD#QUALITY,اكل
سرد بيض مزيج قاتل ويجب غسل يدين عند تحضير كسكروت,Negative,RESTAURANT#cleanliness,نظافة
يحك ترمته و يمس فلوس و يعمرلك كسكروت شفاء,Negative,RESTAURANT#cleanliness,نظافة
سندويتش قاتل,Negative,RESTAURANT#GENERAL,مطعم
تفو اكل خرا اكل مغرب و تونس و جزائر,Negative,FOOD#QUALITY,مطعم
تفو اشو كتعرفو لطياب ماكل عشوائيه اخخ,Negative,FOOD#QUALITY,مطعم
هدا كسكروط هو مغربي اصل توانسه قاعد يسرقو في كل ماهو مغربي,Negative,FOOD#QUALITY,اكل
اكيد ذوق مقرف,Negative,RESTAURANT#GENERAL,مطعم
مفضل عدم خلط اي نوع من برو حيوانيه اخري مع سمك في معده يفضل سمك وحده كبرو وهذه نصيحه قديمه ومعروفه لان كل برو يحتاج درجه حموضه مختلفه لهضمه,Negative,RESTAURANT#GENERAL,مطعم
كسكروط خلط وجلط انا جزائري واجمل اطباق جزائريه مغربيه,Negative,RESTAURANT#GENERAL,مطعم
بعر يخرج يولول يا زوبا,Negative,RESTAURANT#GENERAL,مطعم
الله لا يريحك بيض مع سرد,Negative,RESTAURANT#GENERAL,مطعم
الله يحفظ نعمه لكن وجبه مقززه,Negative,RESTAURANT#cleanliness,نظافة
ماكله متع كلاب,Negative,RESTAURANT#GENERAL,مطعم
سرد مع بيض شو هل قرف,Negative,RESTAURANT#cleanliness,نظافة
تونس كسكروت عياري اكله شعبيه مفضله عند مواطن محلي و اجانب باعه يتحدث عن سر هذه اكله و عن فئات التي تقبل عليها,Negative,RESTAURANT#GENERAL,مطعم
كاين واحد في عنابه هو تونسي جنسيه ومقيم في جزائر مداير مطعم يبيع جميع انواع ماكول كسكرط تونسيه عياري لبلالي كفتاجي ملاوي الخ ماكلا تع زواولا وبنينه ديما نوكل عندو,Negative,RESTAURANT#GENERAL,مطعم
وين ادا,Negative,RESTAURANT#LOCALISATION,عنوان
ملاوي و لبلابي حتي في قسنطينه كاين باقي والله لا ينداقو,Negative,RESTAURANT#GENERAL,مطعم
في اي ولايه هذا,Negative,RESTAURANT#LOCALISATION,عنوان
كاين في عنابه,Negative,RESTAURANT#LOCALISATION,عنوان
كاين في كامل ولاي جزايريه بصح كل واحد و كيفاش يحب ياكل علي خاطر معضم مايحبوش ياكل عظام مشرشم وقت خدمه,Negative,RESTAURANT#LOCALISATION,عنوان
كيفاه عنابه مدينه تونسيه,Negative,FOOD#QUALITY,اكل
ما فهمتهاش ادي هدره,Negative,GENERAL,
اكل تونسي لا علاقه بذوق تح طياب نتاع,Negative,RESTAURANT#GENERAL,مطعم
نحبو تونس نحن مغاربه,Negative,GENERAL,
والله عظيم والله عظيم غريبه والله هذا شعب عظيم وغريب بساطه وفقر وسعاده وعلم وتقافه ومحبه وجمال ومع قوه في ارده شخصيه كي تشوف يمين اويسار تلقاء تونسي في كل شي مبدع حمدالله انو عندي عرق من هدا شعب امي غاليه من بنزرت وابي من ليب واعيش في ليب ل تونس هي عشق لتي لا ينتهي نصرو من ليب طرابلس,Negative,GENERAL,
حمد لله عياري وال بنزرتي مھم يخدم وما يسرقش ومينطر شاللھم استع,Positive,RESTAURANT#SERVICE,شاف
ربي يعين انشاء الله,Positive,RESTAURANT#SERVICE,شاف
موسيقي علاش دايرن هكا,Positive,GENERAL,
الله يعينو و يوسع رزقه,Positive,RESTAURANT#SERVICE,شاف
انا مين نروح لتونس نشري غير علي زواوله و ابناء احياء شعبيه تربيت في حي شعبي و نحب جماعه احياء شعبيه تحيه من جزائر الي خاوت توانسه خدام رجال سيد,Positive,RESTAURANT#SERVICE,شاف
هذه شطيير هكسكوت عياري تباع فقراء عمال وحمال في سوق,Positive,RESTAURANT#GENERAL,مطعم
من تونس نبلغلك اجمل تحياتي ومزال عاصمه برك مزرتهاش باقي مناطق شرق وغرب لكل زرت وكليت فيها مزالي صحن سردينه ولوب لازم نكل عند,Positive,GENERAL,
نتسائل اذا كان ابناء احياء راقيه متكبر اته كلام هذا يدل علي اني علي معامله ابناء وبن احياء راقيه تجاه غير,Positive,GENERAL,
يحيا زوالي و زواليه وين ما كانو و منين ما كانو اول مره نسمع بيه كسكروت هاذا ان شاء الله مره جايه كي نجي لتونس ناكل منو,Positive,GENERAL,
علاش انتي من وين حتي في دار تاكليه,Positive,RESTAURANT#LOCALISATION,عنوان
كسكروط ساهل هريسه بيض تون و طرف خبز علاه حتان تروحي لتونس تخسري درا كبيره واشبي حابس,Positive,RESTAURANT#GENERAL,مطعم
حتي من بيتزا ساهله علاه حتي تروح بيزا هوت و هامبرغر تاني ساهل علاه تروح ماكدو,Negative,RESTAURANT#GENERAL,مطعم
كاين فرق بين بيتزا وكسكروط عياري علاه متفهمش,Positive,RESTAURANT#GENERAL,مطعم
انت راك قاوي قولي فرق بين همبرغر ديرو فالدار و همبرغر فالماكدو,Positive,RESTAURANT#GENERAL,مطعم
ههه يا جبري يا كافي,Negative,GENERAL,
علي شكون راك تحكي,Positive,GENERAL,
كسكروط هدا كاين منه في واد سوف مكلاه تشقي لتونس,Positive,GENERAL,
تسمي في ميزك انا نروح واد سوف باه ناكل كسكروت تونس كي نروحل نروح حواس كسكروت حاجه زايده برك ما فهمتش باه تخممو,Positive,RESTAURANT#GENERAL,مطعم
كعبورا باين ناس ملاح,Positive,RESTAURANT#SERVICE,شاف
والله شهيتي لهم ارفع عن بلاء وباء تحياتي لخاوتي توانسهقس بالله علي عظيم نحبو من قلب وخاصه اولادي والله يرحم سفي شعري سبوعي,Positive,GENERAL,
انا لو خيرو من عند من تاكل ناكل من عند كعبوره نصبه تاعو نظيفه,Positive,RESTAURANT#cleanliness,نظافة
كاسكروط عند رابح خير ههه,Negative,FOOD#QUALITY,اكل
نحب لهجه تونسيه روعه تحياتي من جزائر,Positive,GENERAL,
والله حكمت شهوه وحايب اروح لتونس غير بش ناكل ساندويش عياري اخو من جزائر قلب قبائل جبال جرجر ثانميرث,Positive,RESTAURANT#GENERAL,مطعم
ما هدا في بلاد تضرب سوفلي و ماناش حامد ربي تروح لتونس باس تاكل خبز عياري لا حول و لا قوه الا بالله باش تعرفو برك ناس كيفاه راهي عايشه اللي راهم يسبو في بلاد شهداء,Positive,RESTAURANT#SERVICE,شاف
نموت علي توانسه اخت من جزائر,Negative,GENERAL,
الله ابارك فقر و سعاده حمد الله خوكم من عنابه جزاير تحيه ليكم,Positive,GENERAL,
ماشاء الله تبارك رحمن ربي يحفظ ويسعد دنيا واخره يا اطيب ناس فلسطي مر من هنا,Positive,GENERAL,
تحيه كبيره من جنوب جزايري الي ايخ في تونس انشاء الله ازور في اقرب وقات ربي هيز علي وباء,Positive,GENERAL,
انا دزيري والله تعجب ماكله زواوله تجي بنينه نحس شغل يخدم من قلبه ولا رزق حلال والله منعرف مهم ماكلت تجي بنينه خير من ليريسطو نتاع شيكي زعمه كلش ليكس بنه مكانش,Positive,RESTAURANT#GENERAL,مطعم
تحيه من ليب لتونس نحن في طرابلس مع حدود تونسيه اكل كلها تونسيه وايد لان جدي قال لغرب طرابلس كانت تابعه اياله تونسيه يعني عندي عرق تونسي تحيه من طرابلس الي اهل جنوب تونس,Positive,GENERAL,
شهيتو ههه صحا رمض تحيه تقدير واجلال من جزائر,Positive,GENERAL,
شرق جزاير نسموه كسكروت عظام تحيه لكل اخوه توانسه لكن سامحو مكان عرض تحضير هذا كسكروت يعيف وربي يعين كل زوالي وخذام,Positive,RESTAURANT#cleanliness,نظافة
قناعه هي كنز الله يبارك فيك وفي عملك,Positive,RESTAURANT#SERVICE,شاف
ربي يعين وربي ينوب علي ويرزق ربي يفرج علي كل مومن,Positive,RESTAURANT#SERVICE,شاف
كعبوره يا معلم والله راجل طيب وناس ملاح ربي يعاونك يا حبيبي,Positive,RESTAURANT#SERVICE,شاف
ربي يوفقك ياخوت تحيا ليكم والله ناس تعرف قيمه فلوس تحيه ليكم والله,Positive,RESTAURANT#SERVICE,شاف
ربي يقدر زوالي ان شاء الله ويحسن عون,Positive,RESTAURANT#SERVICE,شاف
اول مانوصل لتونس اول حاجه نوكل كسكروت عياري ول لبلالبي ولقلوب تحياتي شعب تونسي من جزائر,Positive,RESTAURANT#GENERAL,مطعم
حمد لله علي نعمه بساطه والله يبعد علي ناس هادوك ضالم يعيشو بخيرتحيه مغربيه اخو تونسي,Positive,RESTAURANT#GENERAL,مطعم
لهجه تونسيه روعه يا سلام,Positive,GENERAL,
عضمه مروبه باش تولي سر حكايه الكل تخلي ماء يغلي و بعد اطفي عليه و تحط عظم لمده دقيق ضبط فيه و تخرج,Positive,RESTAURANT#GENERAL,مطعم
لقد ذكر بي ايام زمان في جزائر والله ربي معكم ياخو تونسي,Positive,RESTAURANT#GENERAL,مطعم
كسكروت عياري من اول دنيا موجود في تونس,Positive,RESTAURANT#LOCALISATION,عنوان
مقالش كسكروت,Positive,RESTAURANT#GENERAL,مطعم
ههه انت جاوبت من بعد عام من تعليق وانا راني جاوبتك من بعد سته اشهر ههه,Positive,GENERAL,
وانا من بعد 4 شهر,Positive,GENERAL,
ياس بن قمره حمد لله لي مزال عايشي ههه,Positive,GENERAL,
ههه رمض معاه كورو مانضنش كان نبقاو حيين,Positive,GENERAL,
يا جماعه متوا,Positive,GENERAL,
و انا جاوبتك بعد عام,Positive,GENERAL,
سوفي سوفي حمد لله لي ربي حيا حتي هذا وقت,Positive,GENERAL,
نحب تونس حبيبه غالي علي ربي يحفظ يارب علي ناس طيبه بسيطه اخو من سلطنه عمان,Positive,GENERAL,
ناس متواضعه و بسطاء ربي يباركل,Positive,RESTAURANT#SERVICE,شاف
نحب ناس هاذم ربي اوفق,Positive,RESTAURANT#SERVICE,شاف
والله محلا برغم تعب حياه و نقص امكا عايش ولا علبال سياس تبلعيط عنكوش هذي تونس عميقه هذو خميره شعب تحيا تونس وتعيش طبق شعبيه,Positive,RESTAURANT#SERVICE,شاف
جزائري اعشق تونس بلدي ثاني,Positive,GENERAL,
تحيه من جزائر,Positive,GENERAL,
هذو اللي نفتخرو فيهم ربي يرزق ويزيد مت خيره,Positive,RESTAURANT#SERVICE,شاف
ربي يرزق كل بسيط برزق كثيرو بيت سعيد,Positive,RESTAURANT#SERVICE,شاف
تحيه من حدود جزائر لاخوت توانسا اللذين يعمل حلا,Positive,GENERAL,
استغفرالله لا الاه الا انت سبحانك اني كنت من ظالم,Positive,GENERAL,
رزق حلال الله ابارك فيه,Positive,RESTAURANT#SERVICE,شاف
خدام رجال سيد ربي يعا وتح زواوله اخو من جزائر خاوه خاوه ربي يعا,Positive,RESTAURANT#SERVICE,شاف
ربي يعين وشك يخدم علي روح,Positive,RESTAURANT#SERVICE,شاف
ههه كعبورا يسخيل باش تعمله اوراق برويطه,Positive,RESTAURANT#SERVICE,شاف
حنا تاني عند في صحراء جزائر كاين شي عباد يضحكو علي حمدالله,Positive,GENERAL,
عياري لعضه مروبه لعضمه,Positive,RESTAURANT#GENERAL,مطعم
حاول باش تحسنوه نظافه وربي يعين والبس لباس عمل ابيض,Positive,RESTAURANT#cleanliness,نظافة
هريسه وعضم حتي يزول هم ربي يفرج علي ان شاء له,Positive,RESTAURANT#GENERAL,مطعم
سمع الله لمن حمده ربي يوفق,Positive,GENERAL,
ربي يباركل كل و ربي يفتح في وجو ابواب رزق و خير,Positive,RESTAURANT#SERVICE,شاف
يبان يخدم نظيف ربي يباركله,Positive,RESTAURANT#SERVICE,شاف
الله يعين رجال جيب بحلال و ربي يبراكلك فيهم,Positive,RESTAURANT#SERVICE,شاف
احلي قناه تونسيه علي يتوب واقع تونسي,Positive,GENERAL,
ربي يباركل انشاء الله,Positive,RESTAURANT#SERVICE,شاف
يعجبو توانسه خدام و فحوله و ماكلت بني نحب تونس,Positive,RESTAURANT#SERVICE,شاف
فحوله راك غالط مافهمتش علاش تحبو نتو تع شرق,Positive,GENERAL,
اخو ماقلنالكش حبنا ونحن فحوله بنسا برجال,Positive,GENERAL,
يعطيك صحه ياعياري شاقي ولامحتاج الله اعينك والله يرزقك من حيث لا تحتسب,Positive,RESTAURANT#SERVICE,شاف
ماشاء الله انا مصري ونفسي اذوق كسكروت ومعرفش صراحه فرق بينه وبين كسكروت لبلابي عياري,Positive,RESTAURANT#GENERAL,مطعم
ربي يكون فالع,Positive,RESTAURANT#SERVICE,شاف
ززززب مسك راجل يخدم علي راحو ملهط تستجوب فيه تقول بو شوشه,Negative,GENERAL,
ولله يكثر خيرو تعلمت نطيب عياري و لملاوي و مروب كل يوم رابي معاه ان شاءالله ملا ماكله عند في تونس بنينه برشا,Positive,RESTAURANT#SERVICE,شاف
ولله يكثر خيرو تعلمت نطيب عياري و لملاوي و مروب كل يوم رابي معاه ان شاءالله ملا ماكله عند في تونس بنينه برشا,Positive,FOOD#QUALIT,اكل
الله يعين كل ما يجري علي لقمتو حلال,Positive,RESTAURANT#SERVICE,شاف
ربي يعينو وباركلو,Positive,RESTAURANT#SERVICE,شاف
بالله عليك الي تفرج علي فيديو علي وجه ربي قولي كعبورا شحال من قال فهمت كل جمله قصيره او كبيره فهمت ياو خلاص فهم ربي يعا كل زوالي,Positive,GENERAL,
كلكم هك,Positive,GENERAL,
الي يخدم عروحو ربي يزيد,Positive,RESTAURANT#SERVICE,شاف
احنا في منزل عبد رحم ولايه بنزرت تفطر ب 300 مليم كسكروت لبلابي ولا 500 مليم كسكروت كفتاجي عند عم رضي وحيد في جمهريه سوم هذكا,Positive,FOOD#PRICES,سوم
محلاه ربي يعطيه ويرزقه ياربي,Positive,RESTAURANT#SERVICE,شاف
شوف فيديوهاتي عن جزائر وتونس مغرب عربي,Positive,GENERAL,
ربي معاه الله يعينو,Positive,RESTAURANT#SERVICE,شاف
منور يزوالي تحياتي من ليب وليب بادن في طريق تعافي ان شاء له شرفو ورزق الله بادن الله موجود وخصتا شغل سنفاز وغير,Positive,GENERAL,
انا جزائر كل عطل نجي لتونس وكليت بنين كاين لي يعطيك بيض خضر تشرب تاني,Positive,FOOD#QUALITY,اكل
احلي ولد جمعيه,Positive,GENERAL,
كسكروت زوالي هذاكا ربي يعين رجال و ربي معا نشاله,Positive,RESTAURANT#SERVICE,شاف
تحيا اكل زواوله و الله يعا كل خدام,Positive,GENERAL,
ربي يعين رجال شاقي ولا محتاج,Positive,RESTAURANT#SERVICE,شاف
كسكروت كوب وكسر حتي يوفا لعمر الله يكون في عون دراوش,Positive,RESTAURANT#GENERAL,مطعم
كسكروط متواضع بصح يبرد قلب,Positive,RESTAURANT#GENERAL,مطعم
رحت في اكتوبر و كليت هاذا كاسكروت و الله غير بنين بارشا,Positive,FOOD#QUALITY,اكل
ربي يعين جميع,Positive,RESTAURANT#SERVICE,شاف
في قالس يتسمي كسكروت حمص كسكاس يتعمل طابونه و 1500,Positive,RESTAURANT#GENERAL,مطعم
ما اقبح فقر وما اجمل فقراء,Positive,GENERAL,
كما حنا تاني في مغرب كسكروط طون حرور اكله شعبيه من قديم,Positive,GENERAL,
تونسا لعضمه يحفول هه والله يعطي صحه تحيا زوالي وين مكان,Positive,RESTAURANT#GENERAL,مطعم
خدمه حلال ربي يوفقك خويا,Positive,RESTAURANT#GENERAL,مطعم
ربي اعاونو و جريل قسمو ا كسكروت عياري معروف برشا في تونس اشك مكلاش منوا خصه بعد نصف نهار متلقاش بقعي فيه ربي معاه اكله نظيفه,Positive,RESTAURANT#cleanliness,نظافة
ربي ايع رجال,Positive,RESTAURANT#SERVICE,شاف
اجمل تحيه ليك ولد بلادي,Positive,GENERAL,
الله يبارك لكم,Positive,GENERAL,
كون نكلوه بكري كي ندخل تونس حدود يبيعه في طريق كنت نحي بيض لاني منحبش بيض مغلي و زبت يتباع ثان يحسرا فكرت في يمات زمان خويا كيكنت نروح مع درنا تونس,Positive,RESTAURANT#GENERAL,مطعم
كما حنا كرنتكيكا و بطاط وتحل حياه,Positive,GENERAL,
ربي يعين تحياتي,Positive,RESTAURANT#SERVICE,شاف
اذاعه علي حيط يسالو فيه مسك تصور و الا,Positive,GENERAL,
الله يعا رجال وتحيه خاصه لاولاد عيار,Positive,GENERAL,
نشالله ربي يعن,Positive,GENERAL,
في قرو صحن كفتاجي ب 1800 ولا عحله تن 1500 ههه حمدلله بلاد زوالي,Positive,FOOD#PRICES,سوم
بنين روعه ديما نحي لتونس ناكلو,Positive,FOOD#QUALITY,اكل
شعال زوين هدا لي يخدم كاسكروط,Positive,RESTAURANT#SERVICE,شاف
اللي يقول امراض وغيره اكثر سبب مال حرام سوغتو كونساغ فاجتنب رزق حرام,Positive,RESTAURANT#GENERAL,مطعم
ما احلا ماكله شعبيه و ما احلا كسكروت شعبيه بصراحه خير مالبيتزاري,Positive,FOOD#QUALITY,اكل
كاسكروت عضام شرشم,Positive,RESTAURANT#GENERAL,مطعم
شهتو فالكسكرووت,Positive,RESTAURANT#GENERAL,مطعم
شنكرهو مروب نحب عظمه طايبه و الا نص نص,Positive,FOOD#QUALITY,اكل
هادي مذيعه مركزه غير علي مروب مافهمتش وعلاش,Positive,GENERAL,
يعطيه صحه راجل وسيد رجال,Positive,RESTAURANT#SERVICE,شاف
كسكروت بنين اما تشوف لبطحه قدامو مسخه يلزم يشكي بلديه,Negative,RESTAURANT#cleanliness,نظافة
كسكروت بنين اما تشوف لبطحه قدامو مسخه يلزم يشكي بلديه,Positive,FOOD#QUALITY,اكل
ربي ربي عونك اخي,Positive,RESTAURANT#SERVICE,شاف
كيما ايقول ڨاوري الحق كستروت عسل او مش غالي حتي ترف,Positive,FOOD#PRICES,سوم
جنيتو توكلو هريسه علي صباح ربي,Positive,RESTAURANT#GENERAL,مطعم
تي بربي تقولو ب1500 مش معنا ماكله خايبه هاذيكا ماكله صحيه ونضيفه وطبيعيه خير من انك تدفع 5000 في كورواس وقهوه كل يوم مرض صافي,Positive,FOOD#QUALITY,اكل
ممكن ولتزاپ تواصل تعارف اخوكي من جزائر,Positive,GENERAL,
ربي يعا خاوت,Positive,RESTAURANT#SERVICE,شاف
ربي يعين ويحال في وجوه,Positive,RESTAURANT#SERVICE,شاف
انا من جزائر انا ايضا اعمل مثل هذا عمل,Positive,GENERAL,
حاجه الي تعجبك فالزواوله قناعه حمد لله علي كل حال,Positive,GENERAL,
مهم خبزه حلال كفاف عفاف حمد الله,Positive,GENERAL,
الله يعينك يا اخي,Positive,RESTAURANT#SERVICE,شاف
كعبوره اين بتونس ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
شكون تونسي,Positive,GENERAL,
حتي انا عند في جزائر واد سوف عند حاج معروف بيها لازم صباح ياكل لخدام سوفي ياكسكروت بيض وهريسه وفرماج يادوباره حمص من سوق,Positive,GENERAL,
كعبوره تفجع يحساب باش يهزولو نصبه الله مستع يا كعبوره يحيا شعب,Positive,RESTAURANT#GENERAL,مطعم
منيش زوالي اما نحب ناكل لبلابي و كسكروت عياري و مروب روع,Positive,RESTAURANT#GENERAL,مطعم
احلي كسكروت في تونس,Positive,FOOD#QUALITY,اكل
قالك لمروب فيه حكمه,Positive,FOOD#QUALITY,اكل
ساعدو يفتحو محل,Positive,RESTAURANT#GENERAL,مطعم
كعبوره باين يخدم نضيف,Positive,RESTAURANT#SERVICE,شاف
اعلاميه حسدت زوالي هذا فنصبه تعمل انت تصور برشه فلوس ومراتش رءيسه فرع بنكي في بنزرت هربت بمليار,Positive,GENERAL,
احلي تونس سيك سيك,Positive,GENERAL,
بحال طون و لحرور عدنا و هناك ناس معروف عدنا فهدشي بحال كزوم و سعيد مول طونتمشي تا امريكا ولا صين لازم ترجع تاكل كسكروط خانز و بنين د زواليه و دراوش,Positive,FOOD#QUALITY,اكل
والله بلحق ديما عظمه تجي يابسه سعات زاهر تجي مروبه,Positive,RESTAURANT#GENERAL,مطعم
جعت,Positive,GENERAL,
ههه بائع اخير فهمت فهمت فهمت فهمت فهمت,Positive,GENERAL,
لقال مقز واش ياكل في دار,Positive,GENERAL,
كليتو مروب فتونس عند واحد بخدم ف وراء كيوسك تع ورد تحيه ليه وكليتو تاني فباب سعد وكليت كاسكروت طون تني مليح فواحد بلاصه مشفتش عليها نهمل فزنق حتي خرجت علي كارتي قريب لمنوبه كليت عندو ورحبو بيا وشريت زطله من ثم وركبت رجعت سونتر فيل عند زطله كيلو بالف ههه تزطل حتي تكره ماتخلاصش بخمس الف درا,Negative,RESTAURANT#SERVICE,شاف
يحيا زوالي وفحل ولا مركانتي وبغل اخو من جزائر مغترب,Negative,RESTAURANT#SERVICE,شاف
عيشه عضم حتا الحم حوت غالي غالي في تونس,Positive,FOOD#PRICES,سوم
حبه بيض في خبز و شويه هريسه داير عليها حاله,Positive,RESTAURANT#GENERAL,مطعم
يا عمي الله يبارك فيك بس لبس في يدك شي كفوف حبيبي,Negative,RESTAURANT#GENERAL,مطعم
حنا في جزائر لبيضه فين وينك يلكسكروط خلي ربي تحيا لخوت توانس,Positive,RESTAURANT#GENERAL,مطعم
فهمت,Positive,GENERAL,
كسكروت عياري نعيشو غايه راك فاهم,Positive,RESTAURANT#GENERAL,مطعم
ماقبح فقر وماجمل فقراء,Positive,GENERAL,
ناكد علي نظافه و ربي يعين رجال لتخدم علي روح,Positive,RESTAURANT#cleanliness,نظافة
ههه اخر واحد دخل غير فهمت,Positive,GENERAL,
ههه كنا نكلو في كسكروت طرابلسي تحن لي عياري عصب لي عياري,Positive,RESTAURANT#GENERAL,مطعم
شكون يعرف اسم صحفيه 501,Positive,GENERAL,
تحيه زواوله ربي يعين جعت من كلام علي كسكروط,Positive,RESTAURANT#GENERAL,مطعم
صحفيه تسال و كان ما تعرف اكل هاذي اكلت زوالي هرايس و عظم ترم طلعت من هرايس و عظم,Positive,RESTAURANT#GENERAL,مطعم
فهمت فهمت فهمت فهمت فهمت فهمت ههه,Positive,GENERAL,
نشجع بشرط ان مكان الي يخدم فيه موش نظيف علاش دوله ما تعونهوش يحل محل صحي,Positive,RESTAURANT#cleanliness,نظافة
تحيا زوالي فيه بركه تحيا من جزائر,Negative,GENERAL,
انا جزائري من وهر اكلت شباطي في سوسه ههه,Positive,GENERAL,
زوز مش واحد ههه,Positive,GENERAL,
توا راهو ب2000 وعضم راهو ب500,Positive,FOOD#PRICES,سوم
اكله محبوبه عند اجانب ههه الم شاد الصف,Positive,RESTAURANT#GENERAL,مطعم
ربي يعين تريس,Positive,RESTAURANT#GENERAL,مطعم
ناس محلا متواضع وزواوله ماشاء الله,Positive,RESTAURANT#SERVICE,شاف
شعب تونسي ابطال هريسه حار تحيه من جزائر,Positive,GENERAL,
ماكله وحيده الي متاكد منها نظيفه في تونس خصوصا كيف يبدا خبز مالكوشه خاطر كل شيء يتحل صباح من تن و هريسه و كعبه طماطم فرشكه و نص راس بصل يتقصو عالبلاصه بصراحه كل شيء قدامك و ناكدل راهي نظيفه وكا ليتشنقسو ما فاهم والو خاطر توا اخمج ماكله في رستور خصوصا ملي غلات خضره غفص واعطي مغفص,Positive,RESTAURANT#cleanliness,نظافة
واش يعشقو خمج ياربي اعطي صبر في هالبلاد,Positive,RESTAURANT#cleanliness,نظافة
عياريه محلا,Negative,RESTAURANT#GENERAL,مطعم
زوالي ديما قنوع حمد لله ربي يهلك ظالم,Positive,GENERAL,
ها فطر في دارك علاش تفطر برا اكبر شعب ياكل برا تونسا اكل شارع رهو سرط خماج سيد بدون قفاز,Positive,RESTAURANT#cleanliness,نظافة
اكثر ناس في تونس مرضي معده من جراير حار,Negative,GENERAL,
يا اخي البس عل اقل قوان بلاستيك و كمامه سعر ب 1000 مليم مع بعض في فارمسي علاه هكاكه وسخ بيدك الله اعلم بيك علي عموم غير صحي تما مع انه ضاهر شهي جدا,Negative,RESTAURANT#cleanliness,نظافة
صدقو مشكل مش في سوم ولا حكر كان عالزوالي انظف ماكله متاع امك في دار والله في نصر منار زعمه زعمه فار ريتو في مطعم وماكلتو تعيف وخنافس اي مطعم مسخ حتي في قمرت ولاك كلهم خمج اما انت تمشيو مظاهر,Negative,RESTAURANT#cleanliness,نظافة
ابو شان يحفظ,Negative,GENERAL,
هاريسه وبيض مطبوخ مع صباح هادي قنبله دريه,Positive,RESTAURANT#GENERAL,مطعم
نظافه ما شاء الله نظافه زك وصيف,Negative,RESTAURANT#cleanliness,نظافة
ربي يعين رجال انتم الي مزالت فيكم ريحه تونس,Positive,RESTAURANT#SERVICE,شاف
قناه هذي فيديو كل تحكي يوم كامل علي عضم لمروب ههه لمروب لمروب لمروب تقول عليه حاجه كبيره مش نورمال,Positive,GENERAL,
كعبوره ربي يرزقك صديقي باين ناس ملاح,Positive,RESTAURANT#SERVICE,شاف
راجل,Positive,GENERAL,
وسخ و عفن,Negative,RESTAURANT#cleanliness,نظافة
ناس قبل قالو اخدم بفرنك و حاسب بطال,Negative,RESTAURANT#GENERAL,مطعم
جزائر قرنطيطا,Positive,GENERAL,
سر نووي ههه,Positive,GENERAL,
لهريسه بزاف,Negative,RESTAURANT#GENERAL,مطعم
خليو شعب يخدم خرم يسرق كل يوم تفدحو واحد شوفو ديار,Positive,GENERAL,
كعبوره جمعيه ياباهي,Positive,RESTAURANT#SERVICE,شاف
شعب ما يعرف كان ماكله رهج او مزاق ايقطع اجواجي,Positive,GENERAL,
يقول ليها كل يوم نفطر ومفرهد وشايخ وفي دارك ماعندكش فطور,Positive,GENERAL,
الله مستع,Positive,GENERAL,
اتفه سؤال قداش تصور تقول بش تتزوجه لا حول ولا قوه الا بالله ربي يعاونك اخي,Negative,GENERAL,
شكون يخطو,Positive,GENERAL,
علي اقل قول حمد لله,Positive,GENERAL,
لو فيه ثقافه من دوله تبني لهما كشاء كتك نضيف هم ع مراقب هوت تركال ستسترزق,Positive,GENERAL,
اين هي حمد لله يا خوي,Positive,GENERAL,
13560 ههه فهمت اختي فهمتن قديم في حرفه فهمت,Positive,GENERAL,
تحاسب فيه علي دورو يا لطييف,Positive,GENERAL,
كعبوره مكشخ و يحب ترجي في دم و ناس لكل تحبو,Positive,GENERAL,
